IDENTIFICADOR_DEL_REGISTRO,INCUMPLIMIENTO,CLASIFICACION_RESULTADO_PRODUCTO
22964,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22965,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22966,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22967,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22968,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22969,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22970,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22971,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22972,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22973,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22974,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22975,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22976,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22977,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22978,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22979,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22980,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22981,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22982,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22983,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22984,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22985,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22986,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22987,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22988,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22989,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22990,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22991,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22992,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22993,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22994,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22995,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22996,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22997,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22998,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
22999,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23000,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23001,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23002,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23003,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23004,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23005,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23006,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23007,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23008,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23009,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23010,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23011,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23012,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23013,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23014,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23015,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23016,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23017,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23018,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23019,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23020,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23021,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23022,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23023,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23024,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23025,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23026,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23027,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23028,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23029,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23030,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23031,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23032,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23033,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23034,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23035,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23036,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23037,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23038,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23039,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23040,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23041,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23042,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23043,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23044,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23045,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23046,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23047,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23048,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23049,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23050,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23051,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23052,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23053,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23054,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23055,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23056,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23057,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23058,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23059,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23060,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23061,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23062,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23063,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23064,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23065,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23066,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23067,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23068,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23069,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23070,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23071,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23072,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23073,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23074,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23075,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23076,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23077,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23078,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23079,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23080,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23081,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23082,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23083,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23084,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23085,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23086,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23087,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23088,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23089,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23090,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23091,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23092,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23093,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23094,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23095,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23096,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23097,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23098,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23099,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23100,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23101,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23102,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23103,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23104,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23105,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23106,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23107,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23108,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23109,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23110,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23111,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23112,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23113,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23114,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23115,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23116,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23117,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23118,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23119,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23120,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23121,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23122,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23123,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23124,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23125,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23126,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23127,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23128,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23129,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23130,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23131,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23132,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23133,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23134,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23135,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23136,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23137,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23138,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23139,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23140,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23141,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23142,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23143,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23144,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23145,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23146,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23147,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23148,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23149,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23150,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23151,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23152,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23153,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23154,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23155,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23156,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23157,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23158,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23159,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23160,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23161,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23162,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23163,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23164,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23165,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23166,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23167,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23168,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23169,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23170,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23171,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23172,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23173,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23174,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23175,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23176,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23177,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23178,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23179,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23180,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23181,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23182,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23183,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23184,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23185,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23186,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23187,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23188,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23189,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23190,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23191,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23192,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23193,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23194,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23195,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23196,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23197,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23198,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23199,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23200,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23201,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23202,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23203,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23204,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23205,Carece de pais de origen ( puede presentarse en etiqueta o cintillo ),VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23206,Carece de pais de origen ( puede presentarse en etiqueta o cintillo ),VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23207,Carece de pais de origen ( puede presentarse en etiqueta o cintillo ),VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23208,Carece de pais de origen ( puede presentarse en etiqueta o cintillo ),VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23209,Carece de pais de origen ( puede presentarse en etiqueta o cintillo ),VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23210,Carece de pais de origen ( puede presentarse en etiqueta o cintillo ),VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23211,Carece de pais de origen ( puede presentarse en etiqueta o cintillo ),VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23212,Carece de pais de origen ( puede presentarse en etiqueta o cintillo ),VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23213,Carece de pais de origen ( puede presentarse en etiqueta o cintillo ),VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23214,Carece de pais de origen ( puede presentarse en etiqueta o cintillo ),VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23215,Carece de pais de origen ( puede presentarse en etiqueta o cintillo ),VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23216,Carece de pais de origen ( puede presentarse en etiqueta o cintillo ),VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23217,Carece de pais de origen ( puede presentarse en etiqueta o cintillo ),VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23218,Carece de pais de origen ( puede presentarse en etiqueta o cintillo ),VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23219,Carece de pais de origen ( puede presentarse en etiqueta o cintillo ),VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23220,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23221,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23222,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23223,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23224,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23225,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23226,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23227,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23228,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23229,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23230,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23231,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23232,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23233,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23234,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23235,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23236,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23237,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23238,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23239,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23240,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23241,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23242,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23243,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23244,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23245,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23246,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23247,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23248,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23249,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23250,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23251,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23252,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23253,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23254,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23255,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23256,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23257,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23258,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23259,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23260,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23261,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23262,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23263,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23264,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23265,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23266,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23267,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23268,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23269,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23270,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23271,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23272,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23273,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23274,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23275,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23276,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23277,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23278,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23279,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23280,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23281,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23282,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23283,Carece de la informacion comercial obligatoria en idioma espa̱ol,VISITA CON INFRACCION  PRODUCTO EMPLAZADO
23284,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23285,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23286,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23287,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23288,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23289,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23290,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23291,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23292,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23293,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23294,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23295,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23296,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23297,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23298,"Carece de leyenda que identifique  el pais de origen ""Hecho en ...""  ""Producto de""  ""Manufacturado en...""  u otros analogos",VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23299,Carece del domicilio fiscal del fabricante o responsable de la fabricaion para productos nacionales o del importador,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
23300,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23301,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23302,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23303,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23304,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23305,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23306,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23307,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23308,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23309,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23310,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23311,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23312,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23313,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23314,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23315,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23316,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23317,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23318,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23319,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23320,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23321,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23322,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23323,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23324,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23325,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23326,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23327,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23328,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23329,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23330,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23331,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23332,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23333,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23334,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23335,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
23336,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
