RAZON_SOCIAL_VISITADA,GIRO_COMERCIAL,MUNICIPIO,ENTIDAD,ID_RAZON_SOCIAL_VISITADA
7 ELEVEN MEXICO  S.A. DE C.V. (TIENDA 987 AEROPUERTO T2),MINI SUPER,VENUSTIANO CARRANZA,DISTRITO FEDERAL,208
7 ELEVEN MEXICO  S.A. DE C.V. (UNIVERSIDAD Y CANALES),TIENDAS DE CONVENIENCIA,MATAMOROS,TAMAULIPAS,209
7 ELEVEN MEXICO  S.A. DE C.V. TIENDA 1445,TIENDAS DE CONVENIENCIA,COYOACAN,DISTRITO FEDERAL,210
7 ELEVEN MEXICO  S.A. DE C.V. TIENDA 828 CARDIOLOGIA,TIENDAS DE CONVENIENCIA,TLALPAN,DISTRITO FEDERAL,211
7 ELEVEN MEXICO S.A DE C.V.,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,212
7 ELEVEN MEXICO S.A. DE C.V.,MINI SUPER,ALVARO OBREGON,DISTRITO FEDERAL,213
7 ELEVEN MEXICO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,COYOACAN,DISTRITO FEDERAL,214
7 ELEVEN MEXICO S.A. DE C.V.,MINI SUPER,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,215
7 ELEVEN MEXICO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,MEXICALI,BAJA CALIFORNIA,216
7 ELEVEN MEXICO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,MEXICALI,BAJA CALIFORNIA,216
7 ELEVEN MEXICO S.A. DE C.V.,MINI SUPER,MIGUEL HIDALGO,DISTRITO FEDERAL,217
7 ELEVEN MEXICO S.A. DE C.V.,TIENDA DE AUTOSERVICIO,NAUCALPAN DE JUAREZ,MEXICO,218
7 ELEVEN MEXICO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,REYNOSA,TAMAULIPAS,219
7 ELEVEN MEXICO S.A. DE C.V.,TIENDAS DE CONVENIENCIA,VENUSTIANO CARRANZA,DISTRITO FEDERAL,220
7 ELEVEN MEXICO S.A. DE C.V. (12 DE MARZO Y PUERTO RICO),TIENDAS DE CONVENIENCIA,MATAMOROS,TAMAULIPAS,221
7 ELEVEN MEXICO S.A. DE C.V./ 7 ELEVEN CIPRES,TIENDAS DE CONVENIENCIA,REYNOSA,TAMAULIPAS,222
7 ELEVEN MEXICO S.A.D E C.V.,MINI SUPER,ALVARO OBREGON,DISTRITO FEDERAL,223
7 ELEVEN MEXICO S.A.DE C.V.,ABARROTES,TLALNEPANTLA DE BAZ,MEXICO,224
7 ELEVEN MEXICO SA DE CV,TIENDAS DE CONVENIENCIA,ALVARO OBREGON,DISTRITO FEDERAL,225
7 ELEVEN MEXICO SA DE CV,TIENDA DE AUTOSERVICIO,ALVARO OBREGON,DISTRITO FEDERAL,225
7 ELEVEN MEXICO SA DE CV,VINOS Y LICORES,ALVARO OBREGON,DISTRITO FEDERAL,225
7 ELEVEN MEXICO SA DE CV,MINI SUPER,MIGUEL HIDALGO,DISTRITO FEDERAL,226
7 ELEVEN MEXICO SA DE CV TIENDA 1535,TIENDAS DE CONVENIENCIA,MIGUEL HIDALGO,DISTRITO FEDERAL,227
7 ELEVEN MÂ¿XICO  S.A DE C.V.,TIENDA DE AUTOSERVICIO,NAUCALPAN DE JUAREZ,MEXICO,228
7-ELEVEN MEXICO  S.A. DE C.V.,TIENDA DE AUTOSERVICIO,SAN MATEO ATENCO,MEXICO,229
AB ANGIE BOUTIQUE,SIN GIRO ESPECIFICO,SAN NICOLAS DE LOS GARZA,NUEVO LEON,230
ABACUSA  S.A. DE C.V.,FERRETERIA,AZCAPOTZALCO,DISTRITO FEDERAL,231
ABAROTES  VINOS  Y LICORES EL GAVILAN,ABARROTES VINOS Y LICORES,TLALNEPANTLA DE BAZ,MEXICO,232
ABAROTES ALEX,ABARROTES,SAN LUIS POTOSI,SAN LUIS POTOSI,233
ABARR. VINOS Y LICORES LA ESTACION Y/O ESTHER MARTINEZ ZEPEDA,ABARROTES VINOS Y LICORES,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,234
ABARRAOTES OLY,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,235
ABARRORES GOMEZ Y/O SANTIAGO REYES BLAS,ABARROTES,MIGUEL HIDALGO,DISTRITO FEDERAL,236
ABARROTERA,ABARROTES,GUADALUPE,NUEVO LEON,237
ABARROTERA  EL SURTIDOR,ABARROTES,CUAUTITLAN IZCALLI,MEXICO,238
ABARROTERA 2000  S.A. DE C.V.,ABARROTES,AMECAMECA,MEXICO,239
ABARROTERA CASA CRUZ,ABARROTES,SALTILLO,COAHUILA DE ZARAGOZA,240
ABARROTERA COMERCIAL VALLE  S.A. DE C.V.,ABARROTES,ECATEPEC DE MORELOS,MEXICO,241
ABARROTERA DEL DUERO  S.A. DE C.V.,ABARROTES,COLIMA,COLIMA,242
ABARROTERA DEL DUERO  S.A. DE C.V.,ABARROTES VINOS Y LICORES,HIDALGO,MICHOACAN DE OCAMPO,243
ABARROTERA DEL DUERO  S.A. DE C.V.,ABARROTERA,MORELIA,MICHOACAN DE OCAMPO,244
ABARROTERA DEL DUERO  S.A. DE C.V.,ABARROTES VINOS Y LICORES,MORELIA,MICHOACAN DE OCAMPO,244
ABARROTERA DEL DUERO  S.A. DE C.V.,MINI SUPER,MORELIA,MICHOACAN DE OCAMPO,244
ABARROTERA DEL DUERO S.A DE C.V.,ABARROTERA,CAJEME,SONORA,245
ABARROTERA EL DUERO S.A DE C.V,SIN GIRO ESPECIFICO,IRAPUATO,GUANAJUATO,246
ABARROTERA FUENTES  S. A. DE C. V.,ABARROTES,ECATEPEC DE MORELOS,MEXICO,247
ABARROTERA GASCON  S.A.,ABARROTES VINOS Y LICORES,CUAUHTEMOC,DISTRITO FEDERAL,248
ABARROTERA GASCON  S.A.,ABARROTES VINOS Y LICORES,MIGUEL HIDALGO,DISTRITO FEDERAL,249
ABARROTERA GASCON Y/O COMERCIAL SUPER ALIANZA  S.A.D E C.V.,ABARROTES VINOS Y LICORES,CUAUHTEMOC,DISTRITO FEDERAL,250
ABARROTERA JOSE ANTONIO  S.A. Y/O LA SURTIDORA DE COYOACAN,ABARROTES VINOS Y LICORES,COYOACAN,DISTRITO FEDERAL,251
ABARROTERA LA SARDINERA  S.A.,BEBIDAS ALCOHOLICAS,IZTAPALAPA,DISTRITO FEDERAL,252
ABARROTERA LA SARDINERA  S.A.  Y/O  ALIANZA OBSERVATORIO,ABARROTES VINOS Y LICORES,ALVARO OBREGON,DISTRITO FEDERAL,253
ABARROTERA LA TOLANA  S.A.,ABARROTES VINOS Y LICORES,BENITO JUAREZ,DISTRITO FEDERAL,254
ABARROTES,ABARROTES,CHIHUAHUA,CHIHUAHUA,255
ABARROTES,ABARROTES,COYOACAN,DISTRITO FEDERAL,256
ABARROTES,ABARROTES,GUADALAJARA,JALISCO,257
ABARROTES,ABARROTES,SAN LUIS POTOSI,SAN LUIS POTOSI,258
ABARROTES,ABARROTES,ZACATECAS,ZACATECAS,259
ABARROTES   CREMERIA Y SEMILLA DOÃA VICKY,ABARROTES,NAUCALPAN DE JUAREZ,MEXICO,260
ABARROTES   SEMILLAS Y CHILES SECOS SIN NOMBRE,ABARROTES,TULA DE ALLENDE,HIDALGO,261
ABARROTES   VINOS Y LICORES LA LUZ Y/O JOSE DEMETRIO GOZALEZ RIVEROS,ABARROTES VINOS Y LICORES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,262
"ABARROTES  "" CASA CHELA """,ABARROTES,CUERNAVACA,MORELOS,263
"ABARROTES  ""DALY""",ABARROTES,TLAXCALA,TLAXCALA,264
ABARROTES  BUCAM   Y/O GUILLERMO RICARDO BUENDIA CAMPOS,ABARROTES,COYOACAN,DISTRITO FEDERAL,265
ABARROTES  CARNES FRIAS  DON QUIJOTE,ABARROTES,PACHUCA DE SOTO,HIDALGO,266
ABARROTES  CREMERIA  SALCHICHONERIA CON VENTA DE CERVEZA EN B. C. NADIA,ABARROTES,ECATEPEC DE MORELOS,MEXICO,267
ABARROTES  CREMERIA  VINOS Y LICORES JALISCO Y/O MARIO ESTEBAN OROZCO ORNELAS,ABARROTES,ECATEPEC DE MORELOS,MEXICO,268
ABARROTES  CREMERIA VINOS Y LICORES IVETTE Y/O JOSEFA SALAMANCA ZARATE,ABARROTES,ECATEPEC DE MORELOS,MEXICO,269
ABARROTES  CREMERIA Y MATERIAS PRIMAS SIN NOMBRE,ABARROTES,TLAHUAC,DISTRITO FEDERAL,270
"ABARROTES  FRUTAS Y VERDURAS "" LA PEQUEÃA """,ABARROTES,CUERNAVACA,MORELOS,271
"ABARROTES  FRUTAS Y VERDURAS ""EL PORTALITO""",ABARROTES,SAN DAMIAN TEXOLOC,TLAXCALA,272
ABARROTES  GUERRERO Y/O JUAN CARLOS ANGELES ESTRADA,ABARROTES,CUAJIMALPA DE MORELOS,DISTRITO FEDERAL,273
ABARROTES  KVA30,ABARROTES,TLALNEPANTLA DE BAZ,MEXICO,274
ABARROTES  LA FE,ABARROTES,PACHUCA DE SOTO,HIDALGO,275
ABARROTES  LA GIRALDA Y/O JESUS ESPINOZA PORTILLO,ABARROTES VINOS Y LICORES,MIGUEL HIDALGO,DISTRITO FEDERAL,276
ABARROTES  LA PROVIDENCIA Y/O RAMON MALDONADO RODRIGUEZ,ABARROTES,ALVARO OBREGON,DISTRITO FEDERAL,277
ABARROTES  LACTEOS Y EMBUTIDOS,ABARROTES,TLALNEPANTLA DE BAZ,MEXICO,278
ABARROTES  LUPITA,ABARROTES,CUAUHTEMOC,DISTRITO FEDERAL,279
ABARROTES  MARIO BROS 2,ABARROTES,MEXICALI,BAJA CALIFORNIA,280
ABARROTES  MATERIAS PRIMAS  CHILES SECOS Y SEMILLAS EL RUISEÃOR Y/O JR EL RUISEÃ,ABARROTES,ECATEPEC DE MORELOS,MEXICO,281
ABARROTES  MISAEL,ABARROTES,COLIMA,COLIMA,282
ABARROTES  PANADERIA  SIN NOMBRE,ABARROTES,VICTORIA,TAMAULIPAS,283
ABARROTES  PAPELERIA Y REGALOS MARIFER,ABARROTES,PACHUCA DE SOTO,HIDALGO,284
ABARROTES  SEMILLAS Y HUEVO SIN NOMBRE Y/O REMEDIOS MARGARITA SANCHEZ,ABARROTES,IZTAPALAPA,DISTRITO FEDERAL,285
ABARROTES  SIN  NOMBRE    SALVADOR  PAEZ  DIAZ,ABARROTES,CUAUHTEMOC,DISTRITO FEDERAL,286
ABARROTES  SIN NOMBRE,ABARROTES,ZACATECAS,ZACATECAS,287
ABARROTES  SIN NOMBRE  Y/O  MARIA ANTONIETA LOPEZ GONZALEZ,ABARROTES,CUAUHTEMOC,DISTRITO FEDERAL,288
ABARROTES  SIN NOMBRE Y/O RAFAEL CORTES GUZMAN,ABARROTES,IZTACALCO,DISTRITO FEDERAL,289
ABARROTES  VINO Y LICORES LA REYNA DE COYUYA Y/O SILVIA BELLO PREZA,VINOS Y LICORES,IZTACALCO,DISTRITO FEDERAL,290
ABARROTES  VINOS  LICORES Y CREMERIA EN GENERAL LA PERLA TAPATIA Y/O HUMBERTO GO,ABARROTES,ECATEPEC DE MORELOS,MEXICO,291
ABARROTES  VINOS  LICORES Y CREMERIA LOS ALTOS Y/O JOSE DE JESUS GONZALEZ,ABARROTES,ECATEPEC DE MORELOS,MEXICO,292
ABARROTES  VINOS U LICORES SAN JOSE,ABARROTES VINOS Y LICORES,ATIZAPAN DE ZARAGOZA,MEXICO,293
ABARROTES  VINOS Y LICORES,ABARROTES,NEZAHUALCOYOTL,MEXICO,294
"ABARROTES  VINOS Y LICORES  ""LA ESPECIAL""",ABARROTES VINOS Y LICORES,TLALPAN,DISTRITO FEDERAL,295
ABARROTES  VINOS Y LICORES  LA COTIJA,ABARROTES VINOS Y LICORES,COYOACAN,DISTRITO FEDERAL,296
ABARROTES  VINOS Y LICORES  LA FLORENCIA,ABARROTES VINOS Y LICORES,TEOLOYUCAN,MEXICO,297
ABARROTES  VINOS Y LICORES  LA PERLA,ABARROTES VINOS Y LICORES,TLALPAN,DISTRITO FEDERAL,298
"ABARROTES  VINOS Y LICORES ""ALEJANDRA""",ABARROTES VINOS Y LICORES,ZACATELCO,TLAXCALA,299
"ABARROTES  VINOS Y LICORES ""CHRISTIAN"" Y/O ELIZA DIAZ DE LA FUENTE",ABARROTES VINOS Y LICORES,ZACATELCO,TLAXCALA,300
"ABARROTES  VINOS Y LICORES ""EL POLLO""",ABARROTES VINOS Y LICORES,TLALPAN,DISTRITO FEDERAL,301
"ABARROTES  VINOS Y LICORES ""INNOMINADO""",ABARROTES,CONTLA DE JUAN CUAMATZI,TLAXCALA,302
"ABARROTES  VINOS Y LICORES ""LA SEVILLANA""",ABARROTES VINOS Y LICORES,XOCHIMILCO,DISTRITO FEDERAL,303
"ABARROTES  VINOS Y LICORES ""NAYELI""",ABARROTES VINOS Y LICORES,TEPEYANCO,TLAXCALA,304
"ABARROTES  VINOS Y LICORES ""SOSA HERMANOS""",ABARROTES,APIZACO,TLAXCALA,305
ABARROTES  VINOS Y LICORES 'LA  MONTAÃA'  Y/O ROGELIO SOTO CASTRO,ABARROTES VINOS Y LICORES,MIGUEL HIDALGO,DISTRITO FEDERAL,306
ABARROTES  VINOS Y LICORES ADELITA Y/O ADELA CRUZ CHAVEZ,ABARROTES,ECATEPEC DE MORELOS,MEXICO,307
ABARROTES  VINOS Y LICORES AMERICA Y/O HILDA JUAREZ MINO,ABARROTES,COACALCO DE BERRIOZABAL,MEXICO,308
ABARROTES  VINOS Y LICORES ANDY Y/O MARIA  FIRA IBARRA OLVERA,ABARROTES VINOS Y LICORES,COYOACAN,DISTRITO FEDERAL,309
ABARROTES  VINOS Y LICORES ARACELI,ABARROTES VINOS Y LICORES,ATIZAPAN DE ZARAGOZA,MEXICO,310
ABARROTES  VINOS Y LICORES ARAGON Y/O JULIO HERNANDEZ HERNANDEZ,ABARROTES VINOS Y LICORES,ECATEPEC DE MORELOS,MEXICO,311
ABARROTES  VINOS Y LICORES ARCON Y/O MARIA CONCEPCION LOPEZ,ABARROTES,ECATEPEC DE MORELOS,MEXICO,312
ABARROTES  VINOS Y LICORES ARELLANO,ABARROTES VINOS Y LICORES,TLALPAN,DISTRITO FEDERAL,313
ABARROTES  VINOS Y LICORES BETITO Y/O BLANCA LETICIA  ESCALONA DEL MORAL,BEBIDAS ALCOHOLICAS,IZTACALCO,DISTRITO FEDERAL,314
ABARROTES  VINOS Y LICORES CASA ARCE,ABARROTES,NAUCALPAN DE JUAREZ,MEXICO,315
ABARROTES  VINOS Y LICORES CASA BALVER,ABARROTES,NEZAHUALCOYOTL,MEXICO,316
ABARROTES  VINOS Y LICORES CASA BETITO Y/O JUAN MANUEL ALVAREZ FIGUEROA,CRISTAL,VENUSTIANO CARRANZA,DISTRITO FEDERAL,317
ABARROTES  VINOS Y LICORES CASA DOMINGUEZ Y/O SABAS DURAN DOMINGUEZ,VINOS Y LICORES,IZTACALCO,DISTRITO FEDERAL,318
ABARROTES  VINOS Y LICORES DANIELA,ABARROTES VINOS Y LICORES,TEQUIXQUIAC,MEXICO,319
ABARROTES  VINOS Y LICORES EL ESFUERZO,VINOS Y LICORES,IZTACALCO,DISTRITO FEDERAL,320
ABARROTES  VINOS Y LICORES EL ESTABLO,VINOS Y LICORES,IZTAPALAPA,DISTRITO FEDERAL,321
ABARROTES  VINOS Y LICORES EL NILO,ABARROTES VINOS Y LICORES,COYOACAN,DISTRITO FEDERAL,322
ABARROTES  VINOS Y LICORES EL PIRATA Y/O JUSTINO GALVAN PALOMAR,ABARROTES VINOS Y LICORES,NAUCALPAN DE JUAREZ,MEXICO,323
ABARROTES  VINOS Y LICORES EL POMO Y/O MARIA ISABEL ESCOBAR FORTUNATO,VINOS Y LICORES,IZTACALCO,DISTRITO FEDERAL,324
ABARROTES  VINOS Y LICORES EL SUPERCITO Y/O JOSE FRANCISCO TAPIA ESTRADA,ABARROTES VINOS Y LICORES,CUAUHTEMOC,DISTRITO FEDERAL,325
ABARROTES  VINOS Y LICORES EL VENADITO,ABARROTES VINOS Y LICORES,TLAHUAC,DISTRITO FEDERAL,326
ABARROTES  VINOS Y LICORES EL VERGEL Y/O GLORIA VILLANUEVA CORSA,VINOS Y LICORES,IZTAPALAPA,DISTRITO FEDERAL,327
ABARROTES  VINOS Y LICORES FRANCO,ABARROTES VINOS Y LICORES,TULTEPEC,MEXICO,328
ABARROTES  VINOS Y LICORES JAZMIN Y/O LIBORIO TORRES CORRAL,ABARROTES,ECATEPEC DE MORELOS,MEXICO,329
ABARROTES  VINOS Y LICORES JUQUILITA  Y/O  OLGA FUENTES RAMIREZ,ABARROTES VINOS Y LICORES,IZTAPALAPA,DISTRITO FEDERAL,330
ABARROTES  VINOS Y LICORES KEIKO Y/O TAURINO DE LA ROSA VAZQUEZ,ABARROTES VINOS Y LICORES,COACALCO DE BERRIOZABAL,MEXICO,331
ABARROTES  VINOS Y LICORES KING KONG,ABARROTES VINOS Y LICORES,COYOACAN,DISTRITO FEDERAL,332
ABARROTES  VINOS Y LICORES LA ALTEÃA Y/O  JORGE NUÃO SANCHEZ,ABARROTES VINOS Y LICORES,TLALPAN,DISTRITO FEDERAL,333
ABARROTES  VINOS Y LICORES LA BARATA,ABARROTES,ECATEPEC DE MORELOS,MEXICO,334
ABARROTES  VINOS Y LICORES LA CABAÃA Y/O POLET PEREZ  MEJIA,ABARROTES VINOS Y LICORES,IZTAPALAPA,DISTRITO FEDERAL,335
ABARROTES  VINOS Y LICORES LA CANTERA,BEBIDAS ALCOHOLICAS,TLALNEPANTLA DE BAZ,MEXICO,336
ABARROTES  VINOS Y LICORES LA COVADONGA Y/O ROGELIO TORRES PANTALEON,VINOS Y LICORES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,337
ABARROTES  VINOS Y LICORES LA DE ENFRENTE Y/O HECTOR MANUEL NAVARRO PRADO,ABARROTES VINOS Y LICORES,ECATEPEC DE MORELOS,MEXICO,338
ABARROTES  VINOS Y LICORES LA DEL JURIDICO Y/O SAMUEL GONZALEZ BARRERA,ABARROTES,COACALCO DE BERRIOZABAL,MEXICO,339
ABARROTES  VINOS Y LICORES LA ESMERALDA,VINOS Y LICORES,IZTACALCO,DISTRITO FEDERAL,340
ABARROTES  VINOS Y LICORES LA ESQUINA Y/O ELSA BUSTOS PINEDA,ABARROTES VINOS Y LICORES,IZTAPALAPA,DISTRITO FEDERAL,341
ABARROTES  VINOS Y LICORES LA FORTUNA Y/O ARMANDO CRUZ LOPEZ,ABARROTES,ECATEPEC DE MORELOS,MEXICO,342
ABARROTES  VINOS Y LICORES LA GABY Y/O GABRIELA ORTEGA LOPEZ,BEBIDAS ALCOHOLICAS,GUSTAVO A. MADERO,DISTRITO FEDERAL,343
ABARROTES  VINOS Y LICORES LA GLORIA  Y/O HECTOR SANCHEZ SANTANA,BEBIDAS ALCOHOLICAS,ALVARO OBREGON,DISTRITO FEDERAL,344
ABARROTES  VINOS Y LICORES LA GUERRERENSE,ABARROTES VINOS Y LICORES,COYOACAN,DISTRITO FEDERAL,345
ABARROTES  VINOS Y LICORES LA HUASTECA,ABARROTES,TLALNEPANTLA DE BAZ,MEXICO,346
ABARROTES  VINOS Y LICORES LA HUERTA Y/O ANGELICA LOPEZ PEREZ,VINOS Y LICORES,VENUSTIANO CARRANZA,DISTRITO FEDERAL,347
ABARROTES  VINOS Y LICORES LA ILUSION,ABARROTES VINOS Y LICORES,COACALCO DE BERRIOZABAL,MEXICO,348
ABARROTES  VINOS Y LICORES LA JALISCIENSE,BEBIDAS ALCOHOLICAS,NEZAHUALCOYOTL,MEXICO,349
ABARROTES  VINOS Y LICORES LA LUCHA  Y/O HERIBERTO HUERTA GUTIERREZ,ABARROTES VINOS Y LICORES,MIGUEL HIDALGO,DISTRITO FEDERAL,350
ABARROTES  VINOS Y LICORES LA MEXICANA Y/O NALLELI SHUNASHI GILES VILLANUEVA,ABARROTES,ECATEPEC DE MORELOS,MEXICO,351
ABARROTES  VINOS Y LICORES LA PREFERIDA,BEBIDAS ALCOHOLICAS,TLALNEPANTLA DE BAZ,MEXICO,352
ABARROTES  VINOS Y LICORES LA REYNA DE COYUYA II Y/O GERARDO MARTINEZ CARBALLO,VINOS Y LICORES,IZTACALCO,DISTRITO FEDERAL,353
ABARROTES  VINOS Y LICORES LA ROCA DE ORO Y/O CLARA TAPIA REYES,ABARROTES,ECATEPEC DE MORELOS,MEXICO,354
ABARROTES  VINOS Y LICORES LA TOLUQUEÃA Y/O JOSE EDUARDO  MAYA MORGAN.,BEBIDAS ALCOHOLICAS,ALVARO OBREGON,DISTRITO FEDERAL,355
ABARROTES  VINOS Y LICORES LA VIKINA II Y/O JOSE FELIPE ORTIZ MOTA,BEBIDAS ALCOHOLICAS,IZTACALCO,DISTRITO FEDERAL,356
ABARROTES  VINOS Y LICORES LOS COLORINES,VINOS Y LICORES,IZTAPALAPA,DISTRITO FEDERAL,357
ABARROTES  VINOS Y LICORES LOS HERMANOS,VINOS Y LICORES,ATIZAPAN DE ZARAGOZA,MEXICO,358
ABARROTES  VINOS Y LICORES LOS ROBLES,BEBIDAS ALCOHOLICAS,NEZAHUALCOYOTL,MEXICO,359
ABARROTES  VINOS Y LICORES LOURDES,ABARROTES VINOS Y LICORES,COYOACAN,DISTRITO FEDERAL,360
ABARROTES  VINOS Y LICORES MARANATHA Y/O JIMENEZ MORALES JOSEFINA,ABARROTES VINOS Y LICORES,IZTAPALAPA,DISTRITO FEDERAL,361
ABARROTES  VINOS Y LICORES NUEVA UNION Y/O REYNALDA FIGUEROA LOPEZ,ABARROTES,ECATEPEC DE MORELOS,MEXICO,362
ABARROTES  VINOS Y LICORES PARICUTIN,ABARROTES,CUAUTITLAN IZCALLI,MEXICO,363
ABARROTES  VINOS Y LICORES PEQUEÃA LULU Y/O MARTIN CALDERON CALDERON,ABARROTES,ECATEPEC DE MORELOS,MEXICO,364
ABARROTES  VINOS Y LICORES ROCIO,ABARROTES VINOS Y LICORES,CUAUHTEMOC,DISTRITO FEDERAL,365
ABARROTES  VINOS Y LICORES SAN FRANCISCO,ABARROTES,ATIZAPAN DE ZARAGOZA,MEXICO,366
ABARROTES  VINOS Y LICORES SAN JUANITO,VINOS Y LICORES,IZTAPALAPA,DISTRITO FEDERAL,367
ABARROTES  VINOS Y LICORES SIN NOMBRE Y/O GABRIEL CAÃAS MOSCO,ABARROTES VINOS Y LICORES,IZTAPALAPA,DISTRITO FEDERAL,368
"ABARROTES  VINOS Y LICORES SUEPR ""C"" CERVANTES",VINOS Y LICORES,IZTACALCO,DISTRITO FEDERAL,369
ABARROTES  VINOS Y LICORES VIKA Y/O VERONICA GARFIAS LEON,VINOS Y LICORES,IZTACALCO,DISTRITO FEDERAL,370
ABARROTES  VINOS Y LICORES Y/O RAUL LARA SANCHEZ,BEBIDAS ALCOHOLICAS,IZTACALCO,DISTRITO FEDERAL,371
"ABARROTES "" 4 HERMANOS ""     Y/O HELADIO JUAREZ SANCHEZ.",ABARROTES,CUERNAVACA,MORELOS,372
"ABARROTES "" JOSECITO""",ABARROTES,ZACATECAS,ZACATECAS,373
"ABARROTES "" LA NUEVA RANCHERITA """,ABARROTES,CUERNAVACA,MORELOS,374
"ABARROTES "" MARY ""  Y/O DE LEON OSORIO FRANCISCO.",ABARROTES,CUERNAVACA,MORELOS,375
"ABARROTES "" PATY""",ABARROTES,GUADALUPE,ZACATECAS,376
"ABARROTES "" SAN MIGUEL """,ABARROTES,CUERNAVACA,MORELOS,377
"ABARROTES "" SANTA CRUZ"" Y/O MARIANO TORRES GOMEZ",ABARROTES,NAUCALPAN DE JUAREZ,MEXICO,378
"ABARROTES "" SUPER TIENDA LA CANELA """,ABARROTES,TOTOLAPAN,MORELOS,379
"ABARROTES ""3G""",ABARROTES,VICTORIA,TAMAULIPAS,380
"ABARROTES ""ACUÃA""",ABARROTES,ZACATECAS,ZACATECAS,381
"ABARROTES ""AJUSCO""",ABARROTES,TLALPAN,DISTRITO FEDERAL,382
"ABARROTES ""ALCE'S""",ABARROTES,ZACATECAS,ZACATECAS,383
"ABARROTES ""ALVARADO""",ABARROTES,ZACATECAS,ZACATECAS,384
"ABARROTES ""ALZA""",ABARROTES,ZACATECAS,ZACATECAS,385
"ABARROTES ""ANGELITO""",ABARROTES,GUADALUPE,ZACATECAS,386
"ABARROTES ""AS DE ESPADA""  Y/O  SILVERIA ALCALA DE LOS SANTOS.",ABARROTES,MIACATLAN,MORELOS,387
"ABARROTES ""AVENIDA""",ABARROTES,GUADALUPE,ZACATECAS,388
"ABARROTES ""BALDERAS""",ABARROTES,ZACATECAS,ZACATECAS,389
"ABARROTES ""BETITO "" Y/O ALMA LETICIA VARGAS CASTILLO",ABARROTES,VICTORIA,TAMAULIPAS,390
"ABARROTES ""BLACK JACK"" Y/O FELIPE OCTAVIANO CLAUDIO.",ABARROTES,MIACATLAN,MORELOS,391
"ABARROTES ""BLANCA""",ABARROTES,COATLAN DEL RIO,MORELOS,392
"ABARROTES ""CARMINA""",ABARROTES,GUADALUPE,ZACATECAS,393
"ABARROTES ""CASA MARQUEZ""",ABARROTES,NANACAMILPA DE MARIANO ARISTA,TLAXCALA,394
"ABARROTES ""CASA MORENO""",ABARROTES,ZACATECAS,ZACATECAS,395
"ABARROTES ""CASA SARITA""",ABARROTES,NANACAMILPA DE MARIANO ARISTA,TLAXCALA,396
"ABARROTES ""CASTILLO""",ABARROTES,ZACATECAS,ZACATECAS,397
"ABARROTES ""CHAYITO""",ABARROTES,ZACATECAS,ZACATECAS,398
"ABARROTES ""CHELIS""",ABARROTES,ZACATECAS,ZACATECAS,399
"ABARROTES ""CHELITA""",ABARROTES,TLALPAN,DISTRITO FEDERAL,400
"ABARROTES ""DEL RIO""",ABARROTES,VICTORIA,TAMAULIPAS,401
"ABARROTES ""DON JUAN""",ABARROTES,ZACATECAS,ZACATECAS,402
"ABARROTES ""DON PANCHO""",ABARROTES,GUADALUPE,ZACATECAS,403
"ABARROTES ""EL CONDE""",ABARROTES,GUADALUPE,ZACATECAS,404
"ABARROTES ""EL MAGO""",ABARROTES,CALERA,ZACATECAS,405
"ABARROTES ""EL MERCADITO""",ABARROTES,TECAMAC,MEXICO,406
"ABARROTES ""EL PORTON""",ABARROTES,ZACATECAS,ZACATECAS,407
"ABARROTES ""EL ZOCALITO""",ABARROTES,CALPULALPAN,TLAXCALA,408
"ABARROTES ""ESPINOZA""",ABARROTES,CALERA,ZACATECAS,409
"ABARROTES ""GARCIA""",ABARROTES,ZACATECAS,ZACATECAS,410
"ABARROTES ""GOMEZ""",ABARROTES,CALERA,ZACATECAS,411
"ABARROTES ""GONZALEZ""",ABARROTES,VICTORIA,TAMAULIPAS,412
"ABARROTES ""ITZADARI""",ABARROTES,TLALPAN,DISTRITO FEDERAL,413
"ABARROTES ""JUAN JOSE""",ABARROTES,ZACATELCO,TLAXCALA,414
"ABARROTES ""JUAREZ""",ABARROTES,ZACATELCO,TLAXCALA,415
"ABARROTES ""LA CHIQUITA""",ABARROTES,CALPULALPAN,TLAXCALA,416
"ABARROTES ""LA ESCONDIDA""",ABARROTES,SAN PABLO DEL MONTE,TLAXCALA,417
"ABARROTES ""LA ESCONDIDA""",ABARROTES,TETLA DE LA SOLIDARIDAD,TLAXCALA,418
"ABARROTES ""LA ESTRELLA""",ABARROTES,NATIVITAS,TLAXCALA,419
"ABARROTES ""LA GUERITA""",ABARROTES,ZACATECAS,ZACATECAS,420
"ABARROTES ""LA PASADITA""",ABARROTES,ZACATECAS,ZACATECAS,421
"ABARROTES ""LA PROVIDENCIA""",ABARROTES,HUAMANTLA,TLAXCALA,422
